abort_count,allocation_residual_mean,angular_velocity_rps_mae,angular_velocity_rps_max,angular_velocity_rps_p95,angular_velocity_rps_rmse,authority_fault_samples,command_rms,command_squared_integral,command_total_variation,controller,orientation_deg_mae,orientation_deg_max,orientation_deg_p95,orientation_deg_rmse,pass,position_m_mae,position_m_max,position_m_p95,position_m_rmse,run,saturation_fraction,scenario,step_settling_time_s,tracking_samples,trajectory_delay_s,valid_fraction,velocity_mps_mae,velocity_mps_max,velocity_mps_p95,velocity_mps_rmse
0,0.0,0.412735089833251,1.928522831504643,0.9334376456912282,0.5079115475031973,0,0.21385419110570772,15.94550733298404,140.98593814115884,rl,8.261488656310686,47.17177509280641,33.60881740546733,12.530838321818829,False,0.1367348099127671,0.267221769296699,0.23584677096973392,0.15477813030009158,run_20260827_173149_716952_rl_pose_hold,0.36675824175824173,rl_pose_hold,nan,549,0.0,1.0,0.1356773130207665,0.504331242722715,0.42210684280819244,0.18483049824286937
0,0.0,0.28694160340052915,2.042031487398542,0.7087814067282002,0.4122242686295181,0,0.16542941577119638,10.914884957699279,101.49382440686168,rl,6.736289182933085,101.49770956140742,30.183240224959,14.712868850496763,False,0.11359571265898481,0.7676190540821914,0.53732329841096,0.18269451518036,run_20260827_173303_327475_rl_pose_hold,0.37695078031212487,rl_pose_hold,nan,658,0.0,1.0,0.24378895437339726,0.5240219879772666,0.3888343223808635,0.2630028884190119
